,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,hcluster
16768,2020-9-17-18,Format4,120,600,72000,Inter224,Web,Desktop,Video,1107890,818378,695938,89066,8167.71,0.27,5962.43,12.8,11.74,0.09,1
16769,2020-10-23-22,Format4,120,600,72000,Inter223,Web,Mobile,Video,1088955,753213,643395,88976,8170.77,0.27,5964.66,13.83,12.7,0.09,1
16770,2020-10-28-14,Format4,120,600,72000,Inter227,App,Mobile,Video,747837,583521,490310,70167,8174.37,0.27,5967.29,14.31,16.67,0.12,1
16771,2020-9-23-21,Format4,120,600,72000,Inter217,Web,Desktop,Video,1006756,713046,606393,78827,8180.72,0.27,5971.93,13.0,13.49,0.1,1
16772,2020-9-7-11,Format7,300,600,180000,Inter223,Web,Mobile,Display,769356,607501,526607,82147,8184.77,0.27,5974.88,15.6,15.54,0.1,1
16773,2020-10-7-18,Format4,120,600,72000,inter230,Video,Mobile,Video,1138013,739326,627999,86662,8186.16,0.27,5975.9,13.8,13.04,0.09,1
16774,2020-10-18-15,Format4,120,600,72000,Inter219,Video,Desktop,Display,908705,704873,597014,74783,8193.73,0.27,5981.43,12.53,13.72,0.11,1
16775,2020-11-3-14,Format6,336,250,84000,Inter217,Web,Desktop,Display,893603,608731,512048,78050,8194.99,0.27,5982.34,15.24,16.0,0.1,1
16776,2020-9-19-16,Format4,120,600,72000,Inter227,App,Mobile,Display,1124703,733512,629180,87895,8194.98,0.27,5982.34,13.97,13.02,0.09,1
16777,2020-9-26-10,Format4,120,600,72000,Inter229,Video,Desktop,Display,682261,533034,451737,63672,8197.1,0.27,5983.88,14.09,18.15,0.13,1
16778,2020-9-7-0,Format2,728,90,65520,Inter219,Video,Desktop,Display,8316778,5394924,5158839,7165,8199.75,0.27,5985.82,0.14,1.59,1.14,5
16779,2020-11-9-7,Format2,728,90,65520,Inter220,Web,Mobile,Video,6399615,3620978,3442739,6305,8200.42,0.27,5986.31,0.18,2.38,1.3,5
16780,2020-11-21-20,Format4,120,600,72000,Inter226,Web,Mobile,Video,1128170,778483,657503,96175,8203.85,0.27,5988.81,14.63,12.48,0.09,1
16781,2020-10-2-14,Format4,120,600,72000,Inter228,Video,Mobile,Display,1031447,707432,598135,81502,8206.97,0.27,5991.09,13.63,13.72,0.1,1
16782,2020-11-4-12,Format4,120,600,72000,Inter218,App,Mobile,Video,673214,496384,411048,57603,8210.19,0.27,5993.44,14.01,19.97,0.14,1
16783,2020-11-21-10,Format4,120,600,72000,Inter226,Web,Mobile,Display,481896,414843,347798,56894,8219.02,0.27,5999.88,16.36,23.63,0.14,1
16784,2020-11-8-11,Format4,120,600,72000,inter230,Video,Mobile,Video,758200,622281,520211,67871,8219.39,0.27,6000.15,13.05,15.8,0.12,1
16785,2020-9-26-14,Format6,336,250,84000,Inter228,Video,Mobile,Display,835392,643256,549068,69150,8220.01,0.27,6000.61,12.59,14.97,0.12,1
16786,2020-11-11-15,Format6,336,250,84000,Inter220,Web,Mobile,Display,720991,575065,476106,66456,8220.06,0.27,6000.64,13.96,17.27,0.12,1
16787,2020-10-30-16,Format4,120,600,72000,Inter222,Video,Desktop,Display,864942,658548,557370,71019,8220.07,0.27,6000.65,12.74,14.75,0.12,1
16788,2020-10-8-16,Format4,120,600,72000,Inter218,App,Mobile,Video,966538,664284,570196,77190,8228.69,0.27,6006.95,13.54,14.43,0.11,1
16789,2020-10-2-9,Format4,120,600,72000,Inter225,Video,Mobile,Video,632780,487329,415505,61014,8234.41,0.27,6011.12,14.68,19.82,0.13,1
16790,2020-11-19-22,Format4,120,600,72000,Inter221,App,Mobile,Display,1140311,773389,645466,76863,8236.9,0.27,6012.93,11.91,12.76,0.11,1
16791,2020-11-4-18,Format4,120,600,72000,Inter220,Web,Mobile,Video,1099104,759118,641925,84909,8242.42,0.27,6016.97,13.23,12.84,0.1,1
16792,2020-9-10-20,Format4,120,600,72000,Inter223,Web,Mobile,Display,1096751,834329,702144,95224,8245.64,0.27,6019.32,13.56,11.74,0.09,1
16793,2020-10-16-13,Format4,120,600,72000,Inter224,Web,Desktop,Display,612856,494467,420491,61683,8249.58,0.27,6022.19,14.67,19.62,0.13,1
16794,2020-10-3-12,Format6,336,250,84000,Inter217,Web,Desktop,Display,978254,678867,574938,74393,8253.13,0.27,6024.78,12.94,14.35,0.11,1
16795,2020-10-24-15,Format4,120,600,72000,Inter229,Video,Desktop,Display,756444,587705,496388,70087,8253.55,0.27,6025.09,14.12,16.63,0.12,1
16796,2020-9-30-17,Format4,120,600,72000,Inter227,App,Mobile,Video,1049209,799844,680951,81666,8253.68,0.27,6025.19,11.99,12.12,0.1,1
16797,2020-10-22-22,Format4,120,600,72000,Inter220,Web,Mobile,Video,1176497,748802,635541,88511,8258.94,0.27,6029.03,13.93,13.0,0.09,1
16798,2020-10-27-0,Format2,728,90,65520,inter230,Video,Mobile,Display,8501279,5183230,4944983,6454,8259.34,0.27,6029.32,0.13,1.67,1.28,5
16799,2020-10-2-15,Format4,120,600,72000,Inter227,App,Mobile,Video,1084485,732823,618358,83146,8259.47,0.27,6029.41,13.45,13.36,0.1,1
16800,2020-9-22-21,Format6,336,250,84000,Inter223,Web,Mobile,Display,1264529,779834,666315,94395,8261.59,0.27,6030.96,14.17,12.4,0.09,1
16801,2020-11-21-18,Format4,120,600,72000,Inter219,Video,Desktop,Video,1000328,742425,629797,86113,8266.97,0.27,6034.89,13.67,13.13,0.1,1
16802,2020-9-10-13,Format4,120,600,72000,Inter225,Video,Mobile,Video,596591,466962,395423,70985,8270.63,0.27,6037.56,17.95,20.92,0.12,1
16803,2020-10-9-16,Format4,120,600,72000,Inter226,Web,Mobile,Video,991453,702786,600964,80168,8272.75,0.27,6039.11,13.34,13.77,0.1,1
16804,2020-10-25-14,Format4,120,600,72000,inter230,Video,Mobile,Display,1045196,773985,650706,81309,8272.79,0.27,6039.13,12.5,12.71,0.1,1
16805,2020-10-6-0,Format6,336,250,84000,Inter217,Web,Desktop,Display,10045119,5720864,5490095,7688,8275.86,0.27,6041.38,0.14,1.51,1.08,5
16806,2020-10-31-16,Format4,120,600,72000,Inter229,Video,Desktop,Display,890881,669143,563975,71838,8277.07,0.27,6042.26,12.74,14.68,0.12,1
16807,2020-9-27-13,Format4,120,600,72000,Inter222,Video,Desktop,Video,838898,660822,565021,73487,8279.56,0.27,6044.08,13.01,14.65,0.11,1
16808,2020-9-18-21,Format4,120,600,72000,Inter222,Video,Desktop,Display,1160261,740603,629791,88184,8281.39,0.27,6045.42,14.0,13.15,0.09,1
16809,2020-11-6-0,Format6,336,250,84000,Inter224,Web,Desktop,Display,9614154,5049150,4824210,9152,8283.17,0.27,6046.71,0.19,1.72,0.91,5
16810,2020-9-25-10,Format4,120,600,72000,Inter221,App,Mobile,Display,764872,558786,470630,62559,8284.61,0.27,6047.76,13.29,17.6,0.13,1
16811,2020-11-11-14,Format4,120,600,72000,Inter226,Web,Mobile,Video,655482,539031,446765,65235,8286.2,0.27,6048.93,14.6,18.55,0.13,1
16812,2020-9-30-20,Format4,120,600,72000,Inter218,App,Mobile,Display,1316268,861936,731012,94757,8292.28,0.27,6053.36,12.96,11.34,0.09,1
16813,2020-11-7-19,Format4,120,600,72000,Inter217,Web,Desktop,Display,909371,691485,578531,82357,8295.75,0.27,6055.9,14.24,14.34,0.1,1
16814,2020-9-24-14,Format6,336,250,84000,Inter220,Web,Mobile,Display,831423,618312,512910,63627,8296.69,0.27,6056.59,12.41,16.18,0.13,1
16815,2020-9-5-14,Format4,120,600,72000,Inter227,App,Mobile,Video,605749,503302,428226,69068,8297.88,0.27,6057.45,16.13,19.38,0.12,1
16816,2020-9-23-11,Format7,300,600,180000,Inter228,Video,Mobile,Video,726934,550286,465733,62533,8298.98,0.27,6058.26,13.43,17.82,0.13,1
16817,2020-10-27-15,Format4,120,600,72000,Inter227,App,Mobile,Display,761177,583994,496085,69174,8302.89,0.27,6061.11,13.94,16.74,0.12,1
16818,2020-11-5-0,Format2,728,90,65520,inter230,Video,Mobile,Display,8517345,4957886,4761403,9383,8303.0,0.27,6061.19,0.2,1.74,0.88,5
16819,2020-11-4-15,Format4,120,600,72000,Inter228,Video,Mobile,Display,853932,625176,529048,73645,8308.57,0.27,6065.25,13.92,15.7,0.11,1
16820,2020-9-12-16,Format4,120,600,72000,Inter218,App,Mobile,Video,863890,679983,571319,77198,8311.87,0.27,6067.67,13.51,14.55,0.11,1
16821,2020-9-24-18,Format4,120,600,72000,Inter221,App,Mobile,Display,1122981,774503,649245,85147,8312.01,0.27,6067.77,13.11,12.8,0.1,1
16822,2020-11-16-12,Format4,120,600,72000,Inter227,App,Mobile,Display,874009,657516,554880,71671,8316.88,0.27,6071.32,12.92,14.99,0.12,1
16823,2020-9-30-23,Format2,728,90,65520,Inter229,Video,Desktop,Display,13667778,7107730,6800374,10370,8319.29,0.27,6073.08,0.15,1.22,0.8,5
16824,2020-11-18-15,Format4,120,600,72000,Inter220,Web,Mobile,Display,765454,592092,498359,67520,8320.69,0.27,6074.1,13.55,16.7,0.12,1
16825,2020-10-10-17,Format4,120,600,72000,Inter223,Web,Mobile,Video,1061384,743191,637579,79668,8321.48,0.27,6074.68,12.5,13.05,0.1,1
16826,2020-11-4-0,Format2,728,90,65520,Inter221,App,Mobile,Video,8704290,5147620,4946290,6648,8323.39,0.27,6076.07,0.13,1.68,1.25,5
16827,2020-9-24-15,Format4,120,600,72000,Inter225,Video,Mobile,Video,962227,675430,564019,78830,8324.28,0.27,6076.72,13.98,14.76,0.11,1
16828,2020-11-24-13,Format4,120,600,72000,Inter226,Web,Mobile,Video,593581,484440,405619,63316,8327.98,0.27,6079.43,15.61,20.53,0.13,1
16829,2020-9-5-10,Format4,120,600,72000,Inter229,Video,Desktop,Video,489366,419795,357612,63747,8328.92,0.27,6080.11,17.83,23.29,0.13,1
16830,2020-10-5-12,Format4,120,600,72000,Inter227,App,Mobile,Display,726496,583696,493614,64408,8328.95,0.27,6080.13,13.05,16.87,0.13,1
16831,2020-9-11-18,Format4,120,600,72000,Inter228,Video,Mobile,Video,933505,719730,600786,83428,8333.4,0.27,6083.38,13.89,13.87,0.1,1
16832,2020-11-17-14,Format4,120,600,72000,Inter220,Web,Mobile,Video,744582,561562,476753,71679,8339.43,0.27,6087.78,15.03,17.49,0.12,1
16833,2020-9-24-19,Format4,120,600,72000,Inter222,Video,Desktop,Video,1217107,812031,683830,92935,8344.02,0.27,6091.14,13.59,12.2,0.09,1
16834,2020-11-2-0,Format2,728,90,65520,Inter225,Video,Mobile,Display,8752642,5391544,5179404,6889,8346.01,0.27,6092.59,0.13,1.61,1.21,5
16835,2020-9-25-18,Format4,120,600,72000,Inter224,Web,Desktop,Video,1047747,733416,619061,81734,8349.83,0.27,6095.38,13.2,13.49,0.1,1
16836,2020-10-21-22,Format4,120,600,72000,Inter222,Video,Desktop,Display,1145603,743399,622359,77416,8350.98,0.27,6096.22,12.44,13.42,0.11,1
16837,2020-11-3-13,Format4,120,600,72000,Inter221,App,Mobile,Video,825552,579522,484323,73034,8351.78,0.27,6096.8,15.08,17.24,0.11,1
16838,2020-9-15-20,Format4,120,600,72000,Inter226,Web,Mobile,Display,1077561,797326,676512,93552,8351.93,0.27,6096.91,13.83,12.35,0.09,1
16839,2020-10-16-0,Format6,336,250,84000,Inter220,Web,Mobile,Display,8493814,5024527,4821154,7046,8352.78,0.27,6097.53,0.15,1.73,1.19,5
16840,2020-10-18-7,Format2,728,90,65520,Inter220,Web,Mobile,Display,5971536,3646944,3498666,5820,8361.81,0.27,6104.12,0.17,2.39,1.44,5
16841,2020-9-16-16,Format4,120,600,72000,Inter218,App,Mobile,Video,1021926,774489,662157,86160,8364.76,0.27,6106.27,13.01,12.63,0.1,1
16842,2020-11-17-15,Format4,120,600,72000,inter230,Video,Mobile,Display,789774,590226,503416,72936,8368.2,0.27,6108.78,14.49,16.62,0.11,1
16843,2020-11-20-22,Format4,120,600,72000,Inter227,App,Mobile,Display,1314798,743865,621723,82854,8369.69,0.27,6109.87,13.33,13.46,0.1,1
16844,2020-10-1-23,Format6,336,250,84000,Inter219,Video,Desktop,Video,13167156,7081743,6796396,9884,8370.17,0.27,6110.22,0.15,1.23,0.85,5
16845,2020-10-23-15,Format4,120,600,72000,Inter222,Video,Desktop,Display,731280,582255,489415,66801,8372.09,0.27,6111.63,13.65,17.11,0.13,1
16846,2020-10-22-13,Format4,120,600,72000,Inter221,App,Mobile,Video,646680,510086,431816,59772,8373.73,0.27,6112.83,13.84,19.39,0.14,1
16847,2020-9-26-0,Format4,120,600,72000,Inter221,App,Mobile,Display,571770,447741,379382,49464,8374.36,0.27,6113.28,13.04,22.07,0.17,1
16848,2020-9-30-19,Format4,120,600,72000,Inter221,App,Mobile,Video,1194791,830032,703125,90141,8374.88,0.27,6113.66,12.82,11.91,0.09,1
16849,2020-10-12-21,Format4,120,600,72000,Inter224,Web,Desktop,Video,1290523,758584,648198,88588,8381.56,0.27,6118.54,13.67,12.93,0.09,1
16850,2020-11-21-11,Format4,120,600,72000,Inter217,Web,Desktop,Video,504260,436486,364467,60631,8381.91,0.27,6118.79,16.64,23.0,0.14,1
16851,2020-9-21-23,Format2,728,90,65520,Inter225,Video,Mobile,Video,12874843,7125784,6805677,10164,8383.91,0.27,6120.26,0.15,1.23,0.82,5
16852,2020-10-20-13,Format4,120,600,72000,Inter223,Web,Mobile,Video,778391,568049,480600,67235,8389.63,0.27,6124.43,13.99,17.46,0.12,1
16853,2020-10-2-0,Format4,120,600,72000,Inter229,Video,Desktop,Video,584067,462903,393281,52239,8390.73,0.27,6125.23,13.28,21.34,0.16,1
16854,2020-10-31-17,Format4,120,600,72000,Inter222,Video,Desktop,Video,959594,707181,590177,74619,8391.42,0.27,6125.73,12.64,14.22,0.11,1
16855,2020-11-16-13,Format4,120,600,72000,Inter217,Web,Desktop,Video,981865,713148,603552,77196,8400.8,0.27,6132.58,12.79,13.92,0.11,1
16856,2020-9-24-21,Format4,120,600,72000,Inter227,App,Mobile,Video,1288516,816034,691805,95477,8402.46,0.27,6133.8,13.8,12.15,0.09,1
16857,2020-10-5-8,Format2,728,90,65520,Inter219,Video,Desktop,Video,6851936,4019736,3874115,7390,8405.72,0.27,6136.17,0.19,2.17,1.14,5
16858,2020-10-17-22,Format4,120,600,72000,Inter226,Web,Mobile,Display,1133302,774884,656527,80142,8407.6,0.27,6137.55,12.21,12.81,0.1,1
16859,2020-10-10-0,Format4,120,600,72000,Inter221,App,Mobile,Display,610142,469321,395772,55717,8407.89,0.27,6137.76,14.08,21.24,0.15,1
16860,2020-11-21-13,Format4,120,600,72000,Inter222,Video,Desktop,Video,748175,537348,454824,66647,8408.88,0.27,6138.49,14.65,18.49,0.13,1
16861,2020-9-25-22,Format6,336,250,84000,Inter217,Web,Desktop,Video,1138696,740867,608778,73138,8411.03,0.27,6140.05,12.01,13.82,0.12,1
16862,2020-9-25-16,Format4,120,600,72000,Inter227,App,Mobile,Video,1054605,724335,615760,79565,8411.1,0.27,6140.11,12.92,13.66,0.11,1
16863,2020-9-27-20,Format4,120,600,72000,Inter219,Video,Desktop,Video,1097593,786414,672993,88246,8413.8,0.27,6142.08,13.11,12.5,0.1,1
16864,2020-9-23-16,Format4,120,600,72000,Inter225,Video,Mobile,Video,1050771,695116,591525,85419,8414.16,0.27,6142.34,14.44,14.22,0.1,1
16865,2020-9-8-18,Format4,120,600,72000,Inter220,Web,Mobile,Video,1114307,794442,676917,94403,8415.0,0.27,6142.95,13.95,12.43,0.09,1
16866,2020-11-21-17,Format4,120,600,72000,Inter225,Video,Mobile,Video,1005307,733450,622775,84669,8427.11,0.27,6151.79,13.6,13.53,0.1,1
16867,2020-9-1-19,Format4,120,600,72000,Inter223,Web,Mobile,Video,1423989,920556,769933,97044,8428.74,0.27,6152.98,12.6,10.95,0.09,1
16868,2020-11-4-7,Format2,728,90,65520,Inter218,App,Mobile,Display,7011897,4116211,3955364,5997,8429.59,0.27,6153.6,0.15,2.13,1.41,5
16869,2020-9-17-19,Format4,120,600,72000,Inter219,Video,Desktop,Display,1185822,860784,734081,98230,8431.99,0.27,6155.35,13.38,11.49,0.09,1
16870,2020-11-3-12,Format4,120,600,72000,Inter219,Video,Desktop,Display,731031,523206,436109,65776,8436.12,0.27,6158.37,15.08,19.34,0.13,1
16871,2020-9-23-13,Format4,120,600,72000,Inter228,Video,Mobile,Display,890093,631821,538153,75700,8446.43,0.27,6165.89,14.07,15.7,0.11,1
16872,2020-9-23-22,Format4,120,600,72000,Inter224,Web,Desktop,Display,1057829,725751,613709,83276,8454.74,0.27,6171.96,13.57,13.78,0.1,1
16873,2020-10-25-13,Format4,120,600,72000,Inter227,App,Mobile,Video,972413,751265,631177,81003,8458.51,0.27,6174.71,12.83,13.4,0.1,1
16874,2020-10-10-16,Format4,120,600,72000,Inter222,Video,Desktop,Video,949633,672477,576057,73495,8465.17,0.27,6179.58,12.76,14.7,0.12,1
16875,2020-11-16-0,Format4,120,600,72000,Inter223,Web,Mobile,Display,661452,549624,467673,58129,8466.32,0.27,6180.41,12.43,18.1,0.15,1
16876,2020-10-11-0,Format4,120,600,72000,Inter224,Web,Desktop,Display,707737,552966,470047,62853,8472.51,0.27,6184.93,13.37,18.02,0.13,1
16877,2020-9-19-21,Format4,120,600,72000,Inter228,Video,Mobile,Display,1193125,774281,656810,89930,8473.0,0.27,6185.29,13.69,12.9,0.09,1
16878,2020-9-23-12,Format7,300,600,180000,Inter229,Video,Desktop,Display,812575,602554,514268,72046,8473.14,0.27,6185.39,14.01,16.48,0.12,1
16879,2020-11-11-0,Format2,728,90,65520,inter230,Video,Mobile,Display,9002931,5033590,4795474,7523,8476.39,0.27,6187.77,0.16,1.77,1.13,5
16880,2020-10-18-16,Format4,120,600,72000,Inter228,Video,Mobile,Display,1012862,759294,644134,83663,8477.26,0.27,6188.4,12.99,13.16,0.1,1
16881,2020-10-5-14,Format4,120,600,72000,inter230,Video,Mobile,Display,904985,683150,577825,76121,8485.12,0.27,6194.13,13.17,14.68,0.11,1
16882,2020-9-26-15,Format4,120,600,72000,Inter219,Video,Desktop,Display,886639,683400,584585,74016,8497.86,0.27,6203.43,12.66,14.54,0.11,1
16883,2020-11-16-0,Format6,336,250,84000,Inter229,Video,Desktop,Display,9782396,5187058,4962240,7224,8498.6,0.27,6203.98,0.15,1.71,1.18,5
16884,2020-10-14-7,Format6,336,250,84000,inter230,Video,Mobile,Display,7304873,4153473,3991441,6297,8500.37,0.27,6205.27,0.16,2.13,1.35,5
16885,2020-11-5-13,Format4,120,600,72000,Inter227,App,Mobile,Video,651924,490770,408862,61454,8503.83,0.27,6207.8,15.03,20.8,0.14,1
16886,2020-9-10-16,Format6,336,250,84000,Inter228,Video,Mobile,Display,826271,626785,531814,79631,8508.14,0.27,6210.94,14.97,16.0,0.11,1
16887,2020-9-25-15,Format4,120,600,72000,Inter219,Video,Desktop,Display,973753,680228,579645,76457,8514.17,0.27,6215.35,13.19,14.69,0.11,1
16888,2020-10-14-14,Format4,120,600,72000,Inter228,Video,Mobile,Display,738100,538213,459911,71971,8514.39,0.27,6215.5,15.65,18.51,0.12,1
16889,2020-11-20-15,Format4,120,600,72000,inter230,Video,Mobile,Display,807650,605084,510448,68780,8516.28,0.27,6216.89,13.47,16.68,0.12,1
16890,2020-9-14-23,Format2,728,90,65520,Inter219,Video,Desktop,Display,12341549,7022640,6684949,10215,8516.46,0.27,6217.02,0.15,1.27,0.83,5
16891,2020-10-22-14,Format4,120,600,72000,Inter217,Web,Desktop,Display,687632,554019,470513,67066,8516.58,0.27,6217.1,14.25,18.1,0.13,1
16892,2020-9-24-16,Format4,120,600,72000,Inter223,Web,Mobile,Video,1106365,725595,617656,86053,8518.96,0.27,6218.84,13.93,13.79,0.1,1
16893,2020-9-22-19,Format4,120,600,72000,Inter217,Web,Desktop,Video,1247413,768183,657070,91393,8519.44,0.27,6219.19,13.91,12.97,0.09,1
16894,2020-9-6-10,Format7,300,600,180000,Inter225,Video,Mobile,Display,728491,622301,531742,69766,8522.79,0.27,6221.64,13.12,16.03,0.12,1
16895,2020-10-27-14,Format4,120,600,72000,Inter221,App,Mobile,Video,742656,589766,498054,69471,8525.91,0.27,6223.91,13.95,17.12,0.12,1
16896,2020-9-4-20,Format4,120,600,72000,Inter220,Web,Mobile,Display,1218346,824977,698506,100064,8527.43,0.27,6225.03,14.33,12.21,0.09,1
16897,2020-9-11-17,Format4,120,600,72000,Inter227,App,Mobile,Display,882441,697494,585851,79460,8540.92,0.27,6234.87,13.56,14.58,0.11,1
16898,2020-11-20-12,Format4,120,600,72000,Inter218,App,Mobile,Video,650744,481036,397437,58126,8543.93,0.27,6237.07,14.63,21.5,0.15,1
16899,2020-10-2-23,Format2,728,90,65520,Inter218,App,Mobile,Display,13281277,7235444,6933088,10636,8551.08,0.27,6242.29,0.15,1.23,0.8,5
16900,2020-11-11-17,Format4,120,600,72000,Inter222,Video,Desktop,Display,1018756,760790,636711,77489,8551.1,0.27,6242.31,12.17,13.43,0.11,1
16901,2020-10-18-17,Format4,120,600,72000,Inter217,Web,Desktop,Display,1085937,789575,671586,84007,8563.53,0.27,6251.38,12.51,12.75,0.1,1
16902,2020-9-10-12,Format6,336,250,84000,Inter224,Web,Desktop,Display,566553,453926,381051,68775,8575.48,0.27,6260.1,18.05,22.5,0.12,1
16903,2020-9-19-23,Format2,728,90,65520,inter230,Video,Mobile,Video,12781384,7151895,6811947,10089,8577.29,0.27,6261.42,0.15,1.26,0.85,5
16904,2020-11-3-18,Format4,120,600,72000,Inter225,Video,Mobile,Video,1091644,744498,627446,76130,8593.9,0.27,6273.55,12.13,13.7,0.11,1
16905,2020-10-9-0,Format2,728,90,65520,Inter226,Web,Mobile,Video,9697923,5390751,5175807,6780,8596.12,0.27,6275.17,0.13,1.66,1.27,5
16906,2020-10-9-20,Format4,120,600,72000,Inter225,Video,Mobile,Display,1282389,800802,683161,95390,8601.62,0.27,6279.18,13.96,12.59,0.09,1
16907,2020-9-11-19,Format4,120,600,72000,Inter223,Web,Mobile,Video,1027052,784084,650546,88659,8606.53,0.27,6282.76,13.63,13.23,0.1,1
16908,2020-10-23-14,Format4,120,600,72000,Inter223,Web,Mobile,Video,709040,572099,482678,68046,8608.36,0.27,6284.1,14.1,17.83,0.13,1
16909,2020-11-7-21,Format4,120,600,72000,Inter218,App,Mobile,Display,1105313,766691,642817,83822,8611.16,0.27,6286.15,13.04,13.4,0.1,1
16910,2020-9-25-11,Format4,120,600,72000,Inter225,Video,Mobile,Video,845518,594985,501627,65850,8614.41,0.27,6288.52,13.13,17.17,0.13,1
16911,2020-9-1-23,Format2,728,90,65520,Inter220,Web,Mobile,Display,14428666,7885420,7535788,10912,8614.61,0.27,6288.67,0.14,1.14,0.79,5
16912,2020-11-1-0,Format2,728,90,65520,Inter219,Video,Desktop,Video,8885098,5307442,5063443,7166,8615.74,0.27,6289.49,0.14,1.7,1.2,5
16913,2020-9-1-18,Format7,300,600,180000,Inter223,Web,Mobile,Video,1280878,849696,711020,91592,8624.49,0.27,6295.87,12.88,12.13,0.09,1
16914,2020-9-30-15,Format4,120,600,72000,Inter226,Web,Mobile,Display,1061165,760533,650948,86654,8625.51,0.27,6296.62,13.31,13.25,0.1,1
16915,2020-11-20-14,Format4,120,600,72000,Inter219,Video,Desktop,Display,751775,575251,481396,67279,8629.37,0.27,6299.44,13.98,17.93,0.13,1
16916,2020-9-5-21,Format7,300,600,180000,Inter224,Web,Desktop,Video,1134139,820619,695669,92925,8641.66,0.27,6308.41,13.36,12.42,0.09,1
16917,2020-11-20-16,Format6,336,250,84000,Inter224,Web,Desktop,Video,983452,719247,599278,74893,8643.16,0.27,6309.51,12.5,14.42,0.12,1
16918,2020-11-23-7,Format2,728,90,65520,Inter227,App,Mobile,Display,6335504,3683718,3516819,7158,8644.77,0.27,6310.68,0.2,2.46,1.21,5
16919,2020-11-4-14,Format4,120,600,72000,Inter226,Web,Mobile,Display,794221,595932,493520,68028,8645.15,0.27,6310.96,13.78,17.52,0.13,1
16920,2020-9-10-17,Format4,120,600,72000,Inter221,App,Mobile,Video,894374,677857,575807,83031,8645.47,0.27,6311.2,14.42,15.01,0.1,1
16921,2020-9-2-18,Format4,120,600,72000,Inter217,Web,Desktop,Video,1228849,837712,699349,90191,8646.82,0.27,6312.18,12.9,12.36,0.1,1
16922,2020-11-4-17,Format6,336,250,84000,Inter228,Video,Mobile,Video,1093997,756257,638324,87105,8649.21,0.27,6313.93,13.65,13.55,0.1,1
16923,2020-10-19-20,Format4,120,600,72000,Inter217,Web,Desktop,Display,1423563,828404,702703,97428,8651.14,0.27,6315.33,13.86,12.31,0.09,1
16924,2020-11-21-14,Format4,120,600,72000,Inter224,Web,Desktop,Video,900548,578039,486346,74130,8651.86,0.27,6315.85,15.24,17.79,0.12,1
16925,2020-10-30-13,Format4,120,600,72000,Inter222,Video,Desktop,Display,598698,493115,411518,61839,8651.99,0.27,6315.96,15.03,21.02,0.14,1
16926,2020-11-21-15,Format4,120,600,72000,Inter228,Video,Mobile,Display,967028,605333,509956,75494,8660.68,0.27,6322.3,14.8,16.98,0.11,1
16927,2020-11-7-20,Format4,120,600,72000,Inter219,Video,Desktop,Display,1025627,741431,621823,83599,8666.66,0.27,6326.67,13.44,13.94,0.1,1
16928,2020-9-10-23,Format2,728,90,65520,Inter226,Web,Mobile,Display,13556102,7363958,7055802,10424,8669.94,0.27,6329.05,0.15,1.23,0.83,5
16929,2020-11-24-14,Format4,120,600,72000,Inter228,Video,Mobile,Video,652190,521570,435223,67857,8671.77,0.27,6330.39,15.59,19.92,0.13,1
16930,2020-11-24-15,Format4,120,600,72000,Inter229,Video,Desktop,Display,685181,541078,452745,68819,8676.67,0.27,6333.97,15.2,19.16,0.13,1
16931,2020-9-26-11,Format4,120,600,72000,Inter226,Web,Mobile,Display,754269,584748,497509,70950,8677.37,0.27,6334.48,14.26,17.44,0.12,1
16932,2020-9-23-23,Format2,728,90,65520,Inter219,Video,Desktop,Video,13311660,7237854,6939320,9403,8678.71,0.27,6335.46,0.14,1.25,0.92,5
16933,2020-11-4-13,Format4,120,600,72000,Inter229,Video,Desktop,Display,773656,571277,474861,66266,8679.79,0.27,6336.24,13.95,18.28,0.13,1
16934,2020-11-4-20,Format6,336,250,84000,inter230,Video,Mobile,Video,1303342,848770,718532,108819,8680.82,0.27,6337.0,15.14,12.08,0.08,1
16935,2020-11-18-18,Format4,120,600,72000,Inter227,App,Mobile,Video,1042053,769467,651578,87143,8681.8,0.27,6337.72,13.37,13.32,0.1,1
16936,2020-11-5-16,Format4,120,600,72000,Inter223,Web,Mobile,Video,832914,614554,516697,74710,8682.63,0.27,6338.32,14.46,16.8,0.12,1
16937,2020-9-18-23,Format2,728,90,65520,Inter227,App,Mobile,Video,12827015,7087063,6767471,9197,8686.65,0.27,6341.25,0.14,1.28,0.94,5
16938,2020-11-22-11,Format4,120,600,72000,Inter227,App,Mobile,Video,774054,594808,495011,68273,8688.15,0.27,6342.35,13.79,17.55,0.13,1
16939,2020-10-7-19,Format4,120,600,72000,Inter228,Video,Mobile,Display,1191746,781706,664882,91299,8694.26,0.27,6346.81,13.73,13.08,0.1,1
16940,2020-9-17-16,Format4,120,600,72000,Inter226,Web,Mobile,Display,997532,768449,660744,88071,8699.2,0.27,6350.41,13.33,13.17,0.1,1
16941,2020-9-30-14,Format4,120,600,72000,inter230,Video,Mobile,Display,960566,732092,624639,82705,8699.24,0.27,6350.45,13.24,13.93,0.11,1
